Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Whites,7.0,735.4380443,134978.3192,Below_30,60351.714570000004,No,,No,Male,By_16:00,0.16983267800000001,0.303045744,4707.0,432.8314058,86.46710424,6371.700481,200.6716931,46.56316403,20.80460059,5.292999999999999,55069.337060000005,Maybe,303164.5082,2.3603278309999998,550.603767,29.08108064,245.14601480000002,70.0,Social,8.0,86.03352319,0.0,Public_or_other,Industry_or_other,Yes,2.0,481.8504591
Turquoises,6.0,807.6663238,95828.55498,30-45,72759.76551,No,673.6312031,,Male,By_16:00,0.010504452,0.6329803479999999,6242.0,416.9563611,22.28315859,4393.37356,938.1298098999999,37.39172716,20.41950933,3.758,51495.28232,No,126697.6145,5.83350196,355.9460838,35.2317204,269.22210789999997,60.0,Financial,8.0,168.2280242,1.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,525.5517394999999
Browns,5.0,332.71587339999996,700.7288227000001,Below_30,12420.8889,Yes,360.94354560000005,Yes,Male,By_16:00,0.107558567,0.46441372299999994,7973.0,267.3603614,67.16931416,597.9033551,772.5765025000001,81.80239904,16.3511578,8.027000000000001,27001.859510000002,Yes,39.920450200000005,9.507329201000001,6.318263227,34.53389714,110.90529109999999,90.0,Environment,13.0,604.7878634,3.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,239.37478810000002
Browns,3.0,201.30653569999998,4921.572507,45_and_up,4579.804546,No,149.3000935,Yes,Female,By_16:00,0.511131305,0.47334783799999997,8403.0,142.314694,62.63181514,1018.0739070000001,100.0987007,29.94322334,11.92957225,7.597,13270.62269,Yes,5379.408622,9.722859648,73.34445189,4.072949477,67.10217856,60.0,Financial,10.0,730.0546377999999,2.0,Motorcycle_or_truck,Industry_or_other,No,0.0,27.76484737
Browns,9.0,102.1599618,30270.358739999996,Below_30,1203.681964,No,1192.027971,No,Male,By_16:00,0.938715028,0.822048696,5341.0,745.0578134,80.54904551,10379.22195,783.9076600999999,16.32425291,27.29574717,10.659,94615.01009,Yes,790162.1122,8.2309335,888.9106322999999,94.94421419,34.0533206,100.0,Education,16.0,587.0721922,0.0,Public_or_other,Public_Sector,Yes,0.0,865.169751
Browns,10.0,315.70543639999994,12822.214240000001,45_and_up,11189.67099,No,421.5726437,Yes,Male,By_16:00,0.24087587100000002,0.110642235,5250.0,294.87257999999997,21.49147301,1808.1797609999999,869.2289619,23.573874800000002,17.1718543,10.75,32285.2821,,14845.828759999999,1.226351075,121.8434601,9.163755784,105.2351455,70.0,Social,13.0,479.605154,3.0,Public_or_other,Hightech,Yes,0.0,288.0059514
Blues,3.0,1182.3171929999999,245405.4526,Below_30,155723.43300000002,No,438.91950410000004,No,Female,By_16:00,0.731149534,0.305731027,5882.0,234.23974429999998,53.21611124,6695.373271,857.3171402999999,8.612615149,15.30489282,8.118,36953.29961,No,387742.0617,5.641908415,622.6893782000001,60.39166581,394.105731,80.0,Healthcare,12.0,337.6630317,2.0,Public_or_other,Services_or_Retail,No,1.0,331.669593
Browns,2.0,147.9666021,3952.936106,45_and_up,2492.001682,Yes,139.6625448,Yes,Male,After_16:00,0.20061014600000002,0.185105876,8320.0,119.94758970000001,16.44610388,1041.346869,120.2907213,83.53697308,10.9520587,7.68,12048.25412,No,6423.2481020000005,8.794903951,80.14516892,8.824601699999999,49.32220069,90.0,Environment,14.0,724.9643915,1.0,Car,Services_or_Retail,Yes,2.0,47.39039432
Khakis,7.0,329.47882400000003,56380.534139999996,30-45,12181.63688,Yes,690.2086032000001,No,Female,After_16:00,0.170800649,0.8266627409999999,6011.0,448.2493241,30.54496183,6030.1093710000005,757.8556222999999,66.49235585,21.171899399999997,3.989,55417.69695,No,263539.5906,7.805066917,513.3610723,93.42984147,109.8262747,90.0,Environment,9.0,60.8578786,3.0,Car,Hightech,No,1.0,470.8962085
Purples,5.0,340.89247830000005,37875.57011,30-45,13035.595459999999,No,186.2166217,Yes,Male,By_16:00,0.19138134,0.718009789,4589.0,63.420697600000004,57.21124797,3460.053993,591.8816079,35.39296289,7.9637112960000005,11.411,15147.18715,Maybe,111103.0622,,333.3212598,11.75779996,113.6308261,80.0,Healthcare,10.0,559.8987509,4.0,Foot_or_bicycle,Industry_or_other,No,1.0,191.6117358
Browns,3.0,348.8253548,107820.3857,Below_30,13646.178240000001,Yes,1248.6911929999999,No,Male,After_16:00,0.497153405,0.33031069399999996,5489.0,788.5082091,97.73011121,10849.88471,602.7871999,27.55997644,28.08038834,10.511,99374.56842000001,Yes,859860.8640000001,2.8522521860000003,927.2868294,58.65280246,116.2751183,80.0,Healthcare,14.0,648.0384435,2.0,Car,Public_Sector,Yes,2.0,892.6102432
Greens,5.0,74.48074995,6517.297253,Below_30,651.202707,Yes,751.9172219,Yes,Male,By_16:00,0.511069426,0.8987147329999999,4507.0,465.083626,54.51350487,3555.260551,623.6122381,19.39639149,21.565797600000003,5.492999999999999,55795.53586,Yes,68911.14828,3.7837468060000004,,18.1773734,24.82691665,90.0,Environment,11.0,265.8166894,1.0,Public_or_other,Industry_or_other,No,0.0,614.1820511
Browns,9.0,435.72689929999996,27146.58575,Below_30,21250.56794,Yes,451.48117010000004,Yes,Female,By_16:00,0.548765594,0.272790835,,415.1373405,12.43944692,2699.329756,97.19225345,20.69023144,20.3749194,9.674,39110.063460000005,Yes,,9.156227426000001,186.9055075,43.55425017,145.2422998,100.0,Education,15.0,500.8979419,2.0,Foot_or_bicycle,Public_Sector,Yes,2.0,118.3340256
Browns,2.0,227.67254440000002,73318.50832000001,30-45,5845.311677000001,No,1436.22256,No,Female,By_16:00,0.6016835779999999,0.430071356,6816.0,955.0322706000001,43.14346949,11571.11197,131.3985223,71.98617968,30.903596399999998,9.184,114910.1822,No,933358.3744,4.62960188,966.104743,83.49334386,75.89084812,100.0,Education,12.0,797.5342152000001,2.0,Public_or_other,Student_or_Unemployed,No,,960.1660849
Pinks,9.0,87.03064746,6606.420225,Below_30,880.6028377999999,No,580.1277932,Yes,Male,After_16:00,0.9728741009999999,0.142252485,,393.23847589999997,3.387324861,3063.750677,799.1261664,9.726471499999999,19.83024145,0.7340000000000001,44688.70308,Yes,51859.7562,7.028653622,227.7273725,14.92716467,29.01021582,100.0,Education,9.0,306.92276200000003,1.0,Public_or_other,Public_Sector,Yes,0.0,406.8808551
Blues,7.0,1131.4508369999999,177721.7234,Below_30,142629.4831,No,403.6332007,Yes,Female,By_16:00,0.006221551999999999,0.133317245,,107.30903640000001,97.88942663,4926.843765,900.422819,12.8110148,10.3590075,9.095,28552.4159,No,222050.7098,7.204709337000001,471.22256919999995,24.24378747,377.1502789,90.0,Environment,12.0,394.2448178,0.0,Foot_or_bicycle,Hightech,Yes,0.0,519.865622
Oranges,9.0,703.5756784,115964.7276,30-45,55246.60691,Yes,596.3048182,Yes,Female,After_16:00,0.457416562,0.7211288840000001,8595.0,303.01876980000003,89.19894265,5550.696564,711.1476192000001,26.19220272,17.40743433,3.405,45257.92334,Yes,244496.5287,5.538754622000001,494.4659024,94.22649629,234.5252261,30.0,Military,9.0,202.8877708,0.0,Public_or_other,Student_or_Unemployed,No,0.0,548.2826704
Greys,,271.9783193,52978.69773,45_and_up,8319.793459,No,729.6926085,No,Female,By_16:00,0.144932059,0.427340234,6844.0,456.75928269999997,56.76823761,6757.223078,865.5404714,21.81306072,21.37192744,5.156000000000001,58442.9619,Yes,341488.8243,1.5957204880000002,584.3704512999999,81.39645697,90.65943977,40.0,Foreign_Affairs,8.0,96.9640553,0.0,Foot_or_bicycle,Hightech,Yes,0.0,520.3444178999999
Whites,8.0,166.0155646,27433.485569999997,,3127.690486,Yes,750.5112429999999,Yes,Male,By_16:00,0.7914382040000001,0.518736477,7216.0,478.3604001,94.63108284,5914.114820000001,443.2111848,0.13591731,21.87145172,2.784,59135.39721,Yes,245757.5547,0.802611837,495.7394019999999,88.8121973,55.33852153,90.0,Environment,10.0,46.40234798,2.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,540.8258854
Khakis,7.0,189.7468375,18930.92656,45_and_up,4073.678095,Yes,561.6987869,Yes,Female,By_16:00,0.962909895,0.271839646,4423.0,377.4023591,76.74954776,3747.8864710000003,321.86213210000005,37.42058489,19.42684635,5.577000000000001,44117.296630000004,Maybe,89585.38377,1.244897782,299.3081753,73.93317958,63.24894583,100.0,Education,10.0,262.1341685,2.0,Foot_or_bicycle,Services_or_Retail,No,1.0,384.2116923
Greys,5.0,370.54860319999995,58474.329679999995,45_and_up,15389.76813,Yes,633.6169132,Yes,Male,By_16:00,0.330604571,0.832423244,9709.0,396.81599639999996,80.85234279,5527.7744920000005,200.7933424,,19.92024087,2.291,50333.81217,Yes,,5.49709524,473.41424989999996,49.88948873,123.51620109999999,40.0,Foreign_Affairs,8.0,114.4295284,1.0,Motorcycle_or_truck,Hightech,Yes,4.0,458.28218300000003
Turquoises,5.0,447.5205051,62461.01047000001,45_and_up,22411.90711,Yes,,Yes,Female,By_16:00,0.70968466,0.023449505,8989.0,468.6161304,,5124.37071,198.29225309999998,32.82476205,21.64754329,1.011,54696.2906,Maybe,175321.28399999999,8.139489086000001,418.713845,73.3345855,149.1735017,100.0,Education,16.0,106.56764640000002,2.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,438.64629610000003
Reds,8.0,218.72183430000004,45520.72125,45_and_up,5398.3784780000005,Yes,793.7512486,No,Male,After_16:00,,0.829176308,8490.0,490.3895517,31.58282454,7224.4247909999995,772.1318696000001,24.02117252,22.14474095,3.51,63183.714779999995,Maybe,389831.1148,4.440346721,624.3645687999999,66.59710833,72.9072781,40.0,Foreign_Affairs,10.0,148.1467323,0.0,Public_or_other,Student_or_Unemployed,No,3.0,579.9283905
Reds,7.0,839.0032052000001,136136.0347,45_and_up,78503.70976,No,772.1638323,Yes,Female,By_16:00,0.77023827,0.645606195,4683.0,,25.34451233,5836.509639,33.38229703,50.42586613,22.00831661,7.317,60252.10815,Yes,236952.5915,4.91673297,486.77776389999997,63.85481334,279.6677351,50.0,Other,9.0,77.85408875,2.0,Car,Hightech,No,2.0,575.1133121
Turquoises,2.0,46.75946493,6085.987693,30-45,268.5251061,Yes,630.7393843,Yes,Female,By_16:00,0.25188905300000003,0.48453226899999996,4282.0,398.92182180000003,63.59883684,4702.499761,851.7858087999999,51.16339186,19.97302736,5.718,49254.16758,Maybe,152463.394,7.215807261,390.46561180000003,37.71765954,15.58648831,80.0,Healthcare,14.0,,3.0,Public_or_other,Student_or_Unemployed,No,0.0,465.326367
Khakis,3.0,,88338.3021,30-45,72752.89022999999,Yes,601.642458,Yes,Female,By_16:00,0.197054277,0.9973394170000001,3462.0,403.0812773,49.02732123,4087.5603960000003,40.25952495,50.19977046,20.07688415,6.537999999999999,47303.4237,No,107675.7179,4.083421594,328.1397841,81.54425088,269.2093625,100.0,Education,9.0,215.994696,4.0,Car,Public_Sector,No,0.0,412.11066
Violets,1.0,438.2191759,32678.07166,45_and_up,21493.411519999998,Yes,363.27862589999995,Yes,Male,By_16:00,0.7678611009999999,0.378646149,7832.0,222.53202850000002,24.89257022,2682.168693,619.4405935,39.40692057,14.91750745,8.168,28074.56284,Maybe,50046.37152,5.241307712,223.7104636,32.36201219,146.0730586,90.0,Environment,12.0,448.52275419999995,3.0,Public_or_other,Services_or_Retail,No,1.0,281.2575077
Greens,4.0,,62893.39082000001,45_and_up,56598.75328,Yes,816.1320059,Yes,Male,By_16:00,0.138832086,0.453548694,9133.0,503.47266399999995,37.85169919,3656.3773119999996,330.8322206,58.29446902,22.43819654,0.867,60261.41276,Yes,70194.89837000001,2.628132736,264.9431984,19.65118079,237.3844326,90.0,Environment,12.0,291.8925549,2.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,673.0245768999999
Turquoises,8.0,979.5806004000001,134176.2072,30-45,106956.3216,Yes,646.1929748,Yes,Female,By_16:00,0.848414815,0.621102255,5053.0,408.4148243,90.99385191,4926.023127,906.8526418,67.57465811,20.2092757,4.947,50585.08897,Maybe,168854.7105,3.70364222,410.9193479,49.13380777,326.5268668,60.0,Financial,11.0,130.1746529,2.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,475.05539630000004
Browns,2.0,423.83762419999994,2466.6294989999997,30-45,20111.09384,No,430.4087805,Yes,Male,By_16:00,0.580824944,0.908499389,,326.72654869999997,5.935941776,828.0456318,859.4561096000001,29.03283767,18.07557879,8.957,32626.943430000003,Maybe,304.8255305,4.161395282,17.45925343,30.87197049,141.2792081,90.0,Environment,15.0,562.2540602999999,2.0,Public_or_other,Public_Sector,,0.0,269.2179226
Blues,4.0,1423.2526890000001,240842.7699,30-45,225556.4416,Yes,966.4898982999999,No,Male,By_16:00,0.521428187,0.254368276,7361.0,775.1800006,71.66093078,6626.958945,445.5495614,87.53318584,27.84205453,,80675.46604,Maybe,257718.5684,4.615871948000001,507.65989440000004,77.17289843,474.417563,100.0,Education,13.0,282.6002008,2.0,Motorcycle_or_truck,Hightech,No,2.0,436.12381680000004
Reds,6.0,136.1747215,20879.117290000002,45_and_up,2115.78655,Yes,751.6201497000001,Yes,Male,By_16:00,0.323519053,0.158559384,5004.0,462.9357699,38.96742556,5525.649762,20.11754503,33.40886943,21.51594223,6.996,58147.5726,Yes,211579.5969,9.053685892999999,459.9778222,57.33371959,45.39157385,50.0,Other,11.0,95.14908247,1.0,Motorcycle_or_truck,Industry_or_other,Yes,1.0,577.9603491
Blues,4.0,1433.090922,440698.7297,45_and_up,228682.0959,Yes,403.69134080000003,No,Female,By_16:00,0.354235864,0.411073339,6306.0,8.038316388,13.53241769,9241.563788,886.6100984,16.44786051,2.835192478,7.694,30319.684760000004,Maybe,851096.1325,1.039971607,922.5487155,0.171852275,477.6969739,60.0,Financial,9.0,657.5143615000001,2.0,Foot_or_bicycle,Services_or_Retail,Yes,2.0,608.4039691
Greens,5.0,512.9864109,51943.14178,Below_30,29420.446330000002,No,803.1210751,Yes,Male,By_16:00,0.35597908899999997,0.478768688,4126.0,501.21552419999995,58.39311217,4040.122146,840.1643718,,22.38784322,5.874,60057.22565,Maybe,92275.67203,8.830666936,,87.87597334,170.99547030000002,80.0,Healthcare,11.0,242.98773640000002,2.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,643.3003847
Khakis,5.0,297.02526739999996,31984.94003,Below_30,9911.676143,No,571.02872,Yes,Female,After_16:00,0.025940988999999998,0.13161550800000002,3279.0,371.72284289999993,90.0500536,3973.972871,715.8691468999999,75.41760316,19.28011522,6.721,44621.676569999996,Maybe,104363.0589,9.999813512000001,323.0527185,15.64933243,99.00842247,100.0,Education,9.0,236.9933874,3.0,Public_or_other,Industry_or_other,Yes,0.0,408.345779
Purples,9.0,615.6894326,132769.2861,Below_30,42334.50509,Yes,1376.946418,No,Male,After_16:00,0.11907458,0.356839146,3545.0,986.7162829,54.05588816,8442.730839,199.996969,90.74791446,31.41204041,12.455,109448.7136,No,418518.2014,7.288996927,646.9298272999999,36.268622799999996,205.22981090000002,100.0,Education,15.0,616.3407432999999,2.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,848.4175623
Browns,4.0,996.7721322000001,329983.3402,45_and_up,110737.2222,No,1438.6003210000001,No,Male,By_16:00,0.484204911,0.076815658,4488.0,942.7096384,98.40695374,11816.97724,964.7253754000001,83.31331096,30.70357696,11.512,114879.3387,Yes,986358.4353,9.926285334,993.1557961000001,42.78660265,332.2573774,60.0,Financial,12.0,819.2812549,3.0,Public_or_other,Hightech,No,0.0,981.6921335000001
Turquoises,2.0,616.4819097,76467.67353,Below_30,42443.26564,Yes,690.3315762,Yes,Male,By_16:00,0.825696262,0.613033105,4521.0,473.71520630000003,55.93187325,4668.5942780000005,735.3345871,23.55509156,21.76499957,5.479,54654.90266,No,138470.6051,5.842399846,372.11638650000003,11.59009864,205.4939699,60.0,Financial,11.0,138.5730092,1.0,Foot_or_bicycle,Public_Sector,Yes,1.0,453.55250369999993
Greens,1.0,376.5169985,30073.22635,45_and_up,15887.177909999999,Yes,742.8124467,Yes,Female,After_16:00,0.705001652,0.14958629999999998,4506.0,456.03339900000003,7.559683197000001,3308.23163,529.7654938999999,28.932415000000002,21.35493851,5.494,54743.50614,No,57416.05903,5.86959071,239.6164832,13.67511721,125.50566620000001,80.0,Healthcare,12.0,288.7638637,3.0,Car,Hightech,No,2.0,616.8414787
Purples,8.0,531.5922371,58345.73442000001,Below_30,31586.12037,No,244.53038999999998,Yes,Female,After_16:00,0.072047587,0.5117361739999999,6251.0,222.00755209999997,24.63891632,3736.7118560000004,112.64989990000001,26.08694059,14.89991785,9.749,23900.83342,Maybe,108418.519,6.378951741,329.2696752,,177.19741240000002,100.0,Education,16.0,577.4011042000001,2.0,Foot_or_bicycle,Public_Sector,No,0.0,23.59325127
Turquoises,6.0,756.4888987,113812.3239,30-45,63848.3245,No,602.9001817000001,Yes,Male,After_16:00,0.150597932,0.63072959,9780.0,357.2440923,50.76854886,5227.931439,37.73067286,70.29536471,18.90090189,0.22,47119.69995,Yes,203711.7001,1.720219995,451.34432539999995,70.43901095,252.1629662,60.0,Financial,12.0,153.3078819,2.0,Foot_or_bicycle,Public_Sector,Yes,0.0,472.49213210000005
Purples,7.0,528.2717881,152151.8098,45_and_up,31193.988610000004,Yes,1405.85624,No,Male,By_16:00,0.313351877,0.668779115,3102.0,951.346817,3.6664929710000003,10543.23511,481.7365416999999,1.112724724,30.84391053,12.898,112105.6456,Yes,746589.5692,5.028645534,864.0541472000001,94.56710778,176.090596,70.0,Social,13.0,719.814092,1.0,Car,Public_Sector,Yes,3.0,926.4773802000001
Reds,4.0,1025.719392,171758.2354,45_and_up,117251.9365,Yes,746.4940727000001,No,Male,By_16:00,0.732203225,0.029451774,8746.0,452.51234850000003,57.24585878,5928.569249,511.9631879,75.10009084,21.27233764,3.2539999999999996,58034.89924,No,252359.9986,8.282488841000001,502.3544552,65.17377724,341.9064639,40.0,Foreign_Affairs,6.0,91.34464813,0.0,Public_or_other,Hightech,No,0.0,577.9950269999999
Turquoises,6.0,308.84233389999997,43726.31811,Below_30,10711.1238,Yes,640.452679,Yes,Female,After_16:00,0.668220901,0.235991166,7728.0,420.81788049999994,74.64013021,5089.076604999999,968.459225,11.42613112,20.51384607,2.272,50971.220069999996,Maybe,180407.5372,2.432706396,424.74408439999996,73.21247158,102.9474446,60.0,Financial,9.0,125.369196,0.0,Car,Industry_or_other,No,0.0,438.4843563
Turquoises,9.0,682.8167573,80304.80766,45_and_up,52041.908260000004,No,627.9286302999999,Yes,Male,By_16:00,0.650254915,0.221172019,5387.0,379.56473739999996,9.619945427000001,4287.373625,277.6696743,16.8917483,19.48242124,4.613,47910.938610000005,No,124485.0678,1.476052811,352.824415,33.15155855,227.6055858,70.0,Social,12.0,190.1831076,3.0,Car,Hightech,Yes,0.0,502.07585020000005
Browns,4.0,594.0646861,58091.01735,Below_30,39420.56059,Yes,539.7087554999999,Yes,Male,,0.275076373,0.23665071899999998,8221.0,465.8972496,85.55788659,3865.3648009999997,911.7165305999999,39.37784357,21.5846531,7.779,46447.86376,No,86058.34715,1.694779035,293.35703019999994,46.46666211,198.02156200000002,80.0,Healthcare,10.0,380.66386789999996,5.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,182.1310557
Violets,7.0,299.25348460000004,16019.371990000001,Below_30,,No,120.05116899999999,Yes,Female,By_16:00,0.696416055,0.017631641,4246.0,25.58126979,14.05706925,1657.0959189999999,382.1557139,65.42711158,5.057792976,11.754000000000001,8501.14818,Yes,25790.22019,2.5965505490000003,160.5933379,84.52579714,99.75116154,60.0,Financial,12.0,674.2079394,1.0,Car,Industry_or_other,Yes,1.0,161.9373849
Browns,1.0,380.4047728,51576.8274,30-45,16215.44505,No,448.25223939999995,Yes,Female,By_16:00,0.77482398,0.40349435,4055.0,419.7714516,38.78554816,4907.065008,182.66808989999998,61.66660297,20.48832476,11.945,41866.508460000005,No,165447.3607,4.996675632,406.7522105,81.11201590000002,126.8015909,90.0,Environment,15.0,457.29026460000006,0.0,Motorcycle_or_truck,Services_or_Retail,Yes,0.0,59.56542386
Purples,10.0,590.7412497,52141.974460000005,30-45,38981.93865,No,204.93193480000002,Yes,Male,By_16:00,0.994178343,0.198282247,6157.0,108.4599936,62.19048728,2864.880045,788.0516892999999,40.92051187,10.41441278,9.843,16896.89522,Yes,70116.92468,9.366265808,264.79600580000005,78.42061834,196.9137499,100.0,Education,16.0,568.4075688999999,3.0,Car,Public_Sector,No,0.0,161.6766799
Browns,3.0,687.4310432999999,183365.9174,45_and_up,52745.97026,No,1181.754719,No,Male,After_16:00,0.869484211,,7819.0,728.2973315,99.9893618,9458.819140000001,879.9299781999999,63.28522717,26.98698448,8.181000000000001,92395.7524,Maybe,640355.9659,0.46244761700000003,800.2224477000001,59.64919424,229.14368109999998,100.0,Education,15.0,544.3645792,5.0,Public_or_other,Hightech,Yes,2.0,892.529751
Purples,7.0,594.3700913,86107.69519,Below_30,39460.99063,No,373.7531315,Yes,Female,By_16:00,0.12296263,0.677836013,6364.0,133.4364733,56.80203482,4613.038565,791.6743882999999,71.00684673,11.55147061,9.636000000000001,27732.53728,Yes,188891.5558,3.96137977,434.6165619,18.6568063,198.1233638,80.0,Healthcare,11.0,380.7629225,3.0,Motorcycle_or_truck,Services_or_Retail,Yes,0.0,420.39729869999996
Purples,8.0,593.1675131,101302.1265,30-45,39301.911239999994,No,921.2574824999999,No,Female,After_16:00,0.093347405,0.867193351,9288.0,553.5334613,,6230.516419,183.34840380000003,23.14802795,23.52729184,6.712000000000001,70097.31318,Yes,262497.3474,0.08509144,512.3449496000001,2.687412919,197.7225044,80.0,Healthcare,10.0,249.8018644,0.0,Public_or_other,Public_Sector,No,0.0,743.6857448
Browns,7.0,445.08905899999996,19740.52445,45_and_up,22169.94862,Yes,,Yes,Male,By_16:00,0.8181727540000001,0.26702310100000004,6678.0,324.2788466,50.66487936,1979.113279,704.0453851,43.23944941,18.00774407,9.322000000000001,31617.74706,Yes,17703.78166,4.3280323339999995,133.0555585,88.54621926,148.3630197,70.0,Social,11.0,537.7171122000001,3.0,Car,Industry_or_other,No,0.0,148.4128189
Turquoises,9.0,203.33281780000002,27155.12125,Below_30,4671.581472999999,No,701.8400217999999,Yes,Male,By_16:00,0.002817669,0.134673164,,457.18727029999997,31.73437722,4920.877997,653.0617254,53.67989813,21.38193795,4.197,54900.13392000001,Yes,160520.6995,7.754267694,400.65034560000004,92.66762217,67.77760594,100.0,Education,15.0,108.183452,0.0,Public_or_other,Services_or_Retail,No,0.0,500.6128879
Browns,5.0,115.3989868,35863.44801,30-45,1528.124791,No,1076.685592,No,Male,After_16:00,0.37206560299999997,0.650520299,4278.0,590.4156062999999,43.29339529,10504.16645,651.5341462,37.76458891,24.29846922,11.722000000000001,83878.51534,Maybe,869245.7995,4.682350836,932.3335237,33.22524021,38.46632894,100.0,Education,13.0,598.6899397000001,3.0,Motorcycle_or_truck,Hightech,Yes,1.0,904.1563884999999
Browns,5.0,91.56336948,29281.00379,Below_30,972.0600820000001,Yes,1080.519036,No,Female,By_16:00,0.15018235,0.753367743,5054.0,676.8830252,69.15732338,10947.45094,201.8129313,78.41529048,26.01697571,10.946,87727.7297,,920387.8967,5.9576650639999995,959.3684885,42.67598146,30.52112316,90.0,Environment,11.0,552.4446379999999,3.0,Car,Public_Sector,Yes,0.0,750.7749296000001
Pinks,4.0,348.948077,79921.38351,Below_30,13655.73386,Yes,876.7287853,No,Male,After_16:00,0.38949109200000004,0.020236389,3883.0,635.5760867,92.72029707,8142.2073900000005,58.08814615,0.595587678,,6.117000000000001,73382.86954,Maybe,472113.9979,6.706498784,687.1055217,85.34827202,116.3160257,100.0,Education,11.0,232.75175389999998,1.0,Public_or_other,Industry_or_other,Yes,1.0,471.9995102
Browns,6.0,65.05875321,9857.21017,Below_30,501.9797366,No,604.0403232000001,Yes,Female,By_16:00,0.5936162970000001,0.240168611,5682.0,467.0342478999999,29.43531969,5479.44157,577.4309873,28.064476399999997,21.61097517,10.318,51449.63945,Maybe,206604.1638,5.524241405,454.5373074,54.84438553,21.68625107,60.0,Financial,10.0,230.4358688,0.0,Car,,No,1.0,276.51153860000005
Purples,2.0,700.7124633999999,150766.6127,30-45,54798.89931,Yes,,No,Female,After_16:00,0.24810832800000002,0.23629287899999998,5462.0,829.1747791,,8113.206031000001,265.3801944,12.55981009,28.7953951,10.538,97635.90579,Yes,416651.7208,2.5654493780000003,645.4856473,88.79348398,233.57082110000002,90.0,Environment,14.0,526.1813869,1.0,Public_or_other,Hightech,Yes,4.0,883.8551069
Greens,5.0,723.741046,61130.98661,45_and_up,58451.36942,No,796.1543276000001,Yes,Female,After_16:00,0.006829046,0.008344276999999999,4693.0,501.2893176,10.32021313,3536.5368909999997,940.9270319,56.94847773,22.38949123,5.307,59114.97497,Yes,64209.4444,4.739850734,253.3958255,52.99169794,241.2470153,90.0,Environment,11.0,283.2352383,2.0,Motorcycle_or_truck,Services_or_Retail,Yes,1.0,639.3087184999999
Yellows,5.0,-388.692364,-38849.83087,45_and_up,16667.29742,No,809.4471907999999,Yes,Female,After_16:00,0.896297149,0.288743692,4873.0,518.10765,39.65340438,4034.7175450000004,792.133389,11.70094267,22.76197816,9.127,60951.66885,Yes,89910.15712999999,8.843721815,299.8502245,37.482257399999995,-129.5641213,70.0,Social,12.0,237.3757185,1.0,Public_or_other,Industry_or_other,Yes,0.0,626.3305667000001
Oranges,7.0,809.4072445,149388.1521,Below_30,73073.14547,Yes,710.7758522,No,Female,By_16:00,0.164448287,0.704760387,7602.0,355.8450347,38.92302741,6248.636513,599.1648992,5.5537522070000005,,4.398,53297.12113,Yes,306577.7592,2.9944365360000003,553.6946444,8.580062725,269.8024148,50.0,Other,7.0,229.48428360000003,0.0,Motorcycle_or_truck,Hightech,No,3.0,670.2917131
Browns,1.0,445.7139399,138897.1091,Below_30,22232.00645,No,1394.0083029999998,No,Male,After_16:00,0.06595779,0.33654448299999995,5743.0,922.5038187999999,0.964054489,11193.85877,314.7342077,74.77664689,30.37274796,10.257,111325.6048,Maybe,874010.1757,0.013537779,934.8851136,91.68477044,148.5713133,70.0,Social,11.0,,4.0,Public_or_other,Hightech,No,2.0,
Whites,7.0,381.0951916,36001.67254,Below_30,16274.09229,No,513.4869434,Yes,Female,After_16:00,0.363866929,0.7107919509999999,9431.0,264.59033619999997,69.94068599,3363.2499549999998,327.7468137,51.41529439,16.26623301,0.569,37347.83229,No,,3.1969739589999997,283.4069283,17.23308298,127.0317305,60.0,Financial,6.0,,3.0,Motorcycle_or_truck,Student_or_Unemployed,No,1.0,494.0298959
